x1,x2,x3,x4,x5,x6,u1,z1,t1,d1,y1,g1,v1,m1,m2,m3,w1
0.009572093957613801,1.7553026130913196,-1.2444749121995673,-0.31291968747801724,-0.8865172259956418,-0.6924070420087507,-1.3199912649903194,1.0,-1.180719795060734,-1.0232506966104844,-0.3270705649810981,0.1280972937050391,0.2035630698572318,-0.4777013060815044,-0.4022355299293117,-0.9328691647676416,-1.180719795060734
-0.8127163584013304,3.0,-1.7463776992778894,-0.1795760726508804,-1.1735596446487133,-0.19603454249206195,-0.5048976583741072,1.0,-3.573457876475491,-3.3910197353334164,2.0688926504470384,2.896455652422638,2.241274318272509,-0.4777013060815044,-1.1328826402316339,-1.3052643080571045,-3.573457876475491
1.2056280246615323,-0.5936257061471117,-0.019241637861309054,2.5139649468572833,-0.1449909778085403,-0.8833195418228614,0.5452653613016598,2.0,-1.595335742136454,-1.8047812431402805,0.7664960244653797,0.46001480494901203,0.5644149222869694,-0.4777013060815044,-0.373301188743547,-0.17122008656513682,-1.595335742136454
0.8318605463165577,-0.5048891337672233,-0.6687628917273736,2.060596656445018,-0.3841929933527666,-0.8578645418476463,-0.05898091946113437,1.0,-0.14476004530291703,-0.15037408420682774,-0.30195743814660536,-0.4304510155634948,-0.3118618919961914,-0.4777013060815044,-0.35911218251420096,-0.3492077286646149,-0.14476004530291703
-0.21468839304937082,-0.3286034613872262,-0.2259074913641485,0.1671173258996751,0.16597164239895382,-1.9269745408066665,1.5313292801553973,3.0,-0.3509470711597459,-0.5233245410891494,0.18892805272327842,-0.35011188887186245,-0.40459523007455533,-0.4777013060815044,-0.5321846472841975,0.06133863551363647,-0.3509470711597459
0.009572093957613801,0.22940060507462645,0.8369454695075934,0.2204547718305301,-0.6473152104514155,0.12215295719812266,1.0817404315419177,1.0,0.963386802686139,0.89773720952408,0.07533385011484493,-0.5997867483337089,-0.3571988536886674,-0.4777013060815044,-0.23511341143646294,0.1974192923670493,0.963386802686139
-1.11173034107731,0.9399408963208857,0.6598033093623027,-0.6329443630631459,-0.970237931436121,-0.3105820423805291,-0.9220170256433948,4.0,0.8862991011160309,1.0468212632623781,-1.0984162110201208,-0.6023289900615091,-0.7370884485348168,-0.4777013060815044,-0.6124607645548121,-0.973788527040116,0.8862991011160309
-0.96222334973932,-0.5347918473307623,1.5159904167312062,-0.6329443630631459,1.7566650457680584,0.9239854564173875,0.904865881285754,0.0,-1.963319827195733,-2.0349047261256663,1.230547127005904,0.8064939659422381,0.8944368675923918,-0.4777013060815044,-0.38975840443135074,-0.05364814501783838,-1.963319827195733
-0.13993489738037618,-0.5373826961593723,-0.07828902457640664,-0.12623862672002586,-0.47987379957045717,-0.09421454259120324,-0.28369707437539937,1.0,1.2011673679542894,1.3994845599581578,-0.6727604988389461,-0.5784542074493643,-0.5807278504148833,-0.4777013060815044,-0.4799749490470235,-0.5720075974710863,1.2011673679542894
-0.8874698540703254,-1.1214032029418493,0.42361376250191657,-0.6596130860285732,-0.0014697684820046276,0.13488045718572933,0.8996330807372617,0.0,-0.2561240395330922,-0.3190319685380143,-0.27188200478336766,-0.38896172745999463,-0.5919744736806964,-0.4777013060815044,-0.6807140523022063,-0.3606215834048775,-0.2561240395330922
